Animation,Rendering job (geometry),Instance type (geometry),Rendering job (pre),Instance type (pre),Rendering job (final),Instance type (final),Scene type,Notes,Any good views of scene?
ai_023_001_cam_01,ai_023_001@scene_cam_01_geometry,2xlarge,ai_023_001@scene_cam_01_pre,2xlarge,ai_023_001@scene_cam_01_final,9xlarge,Library,,
ai_023_002_cam_00,ai_023_002@scene_cam_00_geometry,2xlarge,ai_023_002@scene_cam_00_pre,2xlarge,ai_023_002@scene_cam_00_final,9xlarge,Other,Empty room,
ai_023_002_cam_01,ai_023_002@scene_cam_01_geometry,2xlarge,ai_023_002@scene_cam_01_pre,2xlarge,ai_023_002@scene_cam_01_final,9xlarge,Other,Empty room,
ai_023_003_cam_00,ai_023_003@scene_cam_00_geometry,2xlarge,ai_023_003@scene_cam_00_pre,2xlarge,ai_023_003@scene_cam_00_final,9xlarge,Living room,,
ai_023_003_cam_01,ai_023_003@scene_cam_01_geometry,2xlarge,ai_023_003@scene_cam_01_pre,2xlarge,ai_023_003@scene_cam_01_final,9xlarge,Living room,,
ai_023_004_cam_00,ai_023_004@scene_cam_00_geometry,2xlarge,ai_023_004@scene_cam_00_pre,2xlarge,ai_023_004@scene_cam_00_final,9xlarge,Hall,,
ai_023_004_cam_01,ai_023_004@scene_cam_01_geometry,2xlarge,ai_023_004@scene_cam_01_pre,2xlarge,ai_023_004@scene_cam_01_final,9xlarge,Hall,,
ai_023_005_cam_00,ai_023_005@scene_cam_00_geometry,2xlarge,ai_023_005@scene_cam_00_pre,2xlarge,ai_023_005@scene_cam_00_final,9xlarge,Restaurant,,
ai_023_005_cam_01,ai_023_005@scene_cam_01_geometry,2xlarge,ai_023_005@scene_cam_01_pre,2xlarge,ai_023_005@scene_cam_01_final,9xlarge,Restaurant,,
ai_023_006_cam_00,ai_023_006@scene_cam_00_geometry,2xlarge,ai_023_006@scene_cam_00_pre,2xlarge,ai_023_006@scene_cam_00_final,9xlarge,Staircase,,
ai_023_006_cam_01,ai_023_006@scene_cam_01_geometry,2xlarge,ai_023_006@scene_cam_01_pre,2xlarge,ai_023_006@scene_cam_01_final,9xlarge,OUTSIDE VIEWING AREA (BAD TRAJECTORY),,
ai_023_006_cam_02,ai_023_006@scene_cam_02_geometry,2xlarge,ai_023_006@scene_cam_02_pre,2xlarge,ai_023_006@scene_cam_02_final,9xlarge,Staircase,,
ai_023_007_cam_00,ai_023_007@scene_cam_00_geometry,2xlarge,ai_023_007@scene_cam_00_pre,2xlarge,ai_023_007@scene_cam_00_final,9xlarge,Living room,,
ai_023_007_cam_01,ai_023_007@scene_cam_01_geometry,2xlarge,ai_023_007@scene_cam_01_pre,2xlarge,ai_023_007@scene_cam_01_final,9xlarge,Living room,,
ai_023_008_cam_00,ai_023_008@scene_cam_00_geometry,2xlarge,ai_023_008@scene_cam_00_pre,2xlarge,ai_023_008@scene_cam_00_final,9xlarge,Hall,,
ai_023_008_cam_01,ai_023_008@scene_cam_01_geometry,2xlarge,ai_023_008@scene_cam_01_pre,2xlarge,ai_023_008@scene_cam_01_final,9xlarge,Hall,,
ai_023_009_cam_00,ai_023_009@scene_cam_00_geometry,2xlarge,ai_023_009@scene_cam_00_pre,2xlarge,ai_023_009@scene_cam_00_final,9xlarge,Hall,,
ai_023_009_cam_01,ai_023_009@scene_cam_01_geometry,2xlarge,ai_023_009@scene_cam_01_pre,2xlarge,ai_023_009@scene_cam_01_final,9xlarge,Hall,,
ai_023_010_cam_00,ai_023_010@scene_cam_00_geometry,2xlarge,ai_023_010@scene_cam_00_pre,2xlarge,ai_023_010@scene_cam_00_final,9xlarge,Transit station,Subway station,
ai_023_010_cam_01,ai_023_010@scene_cam_01_geometry,2xlarge,ai_023_010@scene_cam_01_pre,2xlarge,ai_023_010@scene_cam_01_final,9xlarge,Transit station,Subway station,
ai_023_010_cam_02,ai_023_010@scene_cam_02_geometry,2xlarge,ai_023_010@scene_cam_02_pre,2xlarge,ai_023_010@scene_cam_02_final,9xlarge,Transit station,Subway station,
ai_023_010_cam_03,ai_023_010@scene_cam_03_geometry,2xlarge,ai_023_010@scene_cam_03_pre,2xlarge,ai_023_010@scene_cam_03_final,9xlarge,OUTSIDE VIEWING AREA (BAD INITIALIZATION),,
ai_024_001_cam_00,ai_024_001@scene_cam_00_geometry,2xlarge,ai_024_001@scene_cam_00_pre,2xlarge,ai_024_001@scene_cam_00_final,9xlarge,Hall,,
ai_024_001_cam_01,ai_024_001@scene_cam_01_geometry,2xlarge,ai_024_001@scene_cam_01_pre,2xlarge,ai_024_001@scene_cam_01_final,9xlarge,OUTSIDE VIEWING AREA (BAD INITIALIZATION),,
ai_024_002_cam_00,ai_024_002@scene_cam_00_geometry,2xlarge,ai_024_002@scene_cam_00_pre,2xlarge,ai_024_002@scene_cam_00_final,9xlarge,Hall,,
ai_024_003_cam_00,ai_024_003@scene_cam_00_geometry,2xlarge,ai_024_003@scene_cam_00_pre,2xlarge,ai_024_003@scene_cam_00_final,9xlarge,Hall,,
ai_024_003_cam_01,ai_024_003@scene_cam_01_geometry,2xlarge,ai_024_003@scene_cam_01_pre,2xlarge,ai_024_003@scene_cam_01_final,9xlarge,OUTSIDE VIEWING AREA (BAD INITIALIZATION),,
ai_024_004_cam_00,ai_024_004@scene_cam_00_geometry,2xlarge,ai_024_004@scene_cam_00_pre,2xlarge,ai_024_004@scene_cam_00_final,9xlarge,Hall,,
ai_024_004_cam_01,ai_024_004@scene_cam_01_geometry,2xlarge,ai_024_004@scene_cam_01_pre,2xlarge,ai_024_004@scene_cam_01_final,9xlarge,OUTSIDE VIEWING AREA (BAD INITIALIZATION),,
ai_024_005_cam_00,ai_024_005@scene_cam_00_geometry,2xlarge,ai_024_005@scene_cam_00_pre,2xlarge,ai_024_005@scene_cam_00_final,9xlarge,Hall,Parking lot (outdoor),
ai_024_005_cam_01,ai_024_005@scene_cam_01_geometry,2xlarge,ai_024_005@scene_cam_01_pre,2xlarge,ai_024_005@scene_cam_01_final,9xlarge,OUTSIDE VIEWING AREA (BAD INITIALIZATION),,
ai_024_006_cam_00,ai_024_006@scene_cam_00_geometry,2xlarge,ai_024_006@scene_cam_00_pre,2xlarge,ai_024_006@scene_cam_00_final,9xlarge,Hall,,
ai_024_007_cam_00,ai_024_007@scene_cam_00_geometry,2xlarge,ai_024_007@scene_cam_00_pre,2xlarge,ai_024_007@scene_cam_00_final,9xlarge,Retail space,Mall (outdoor),
ai_024_007_cam_01,ai_024_007@scene_cam_01_geometry,2xlarge,ai_024_007@scene_cam_01_pre,2xlarge,ai_024_007@scene_cam_01_final,9xlarge,Retail space,Mall (outdoor),
ai_024_008_cam_00,ai_024_008@scene_cam_00_geometry,2xlarge,ai_024_008@scene_cam_00_pre,2xlarge,ai_024_008@scene_cam_00_final,9xlarge,Retail space,Mall (outdoor),
ai_024_008_cam_01,ai_024_008@scene_cam_01_geometry,2xlarge,ai_024_008@scene_cam_01_pre,2xlarge,ai_024_008@scene_cam_01_final,9xlarge,OUTSIDE VIEWING AREA (BAD INITIALIZATION),,
ai_024_009_cam_00,ai_024_009@scene_cam_00_geometry,2xlarge,ai_024_009@scene_cam_00_pre,2xlarge,ai_024_009@scene_cam_00_final,9xlarge,Hall,,
ai_024_009_cam_01,ai_024_009@scene_cam_01_geometry,2xlarge,ai_024_009@scene_cam_01_pre,2xlarge,ai_024_009@scene_cam_01_final,9xlarge,Hall,,
ai_024_010_cam_00,ai_024_010@scene_cam_00_geometry,2xlarge,ai_024_010@scene_cam_00_pre,2xlarge,ai_024_010@scene_cam_00_final,9xlarge,Art gallery,,
ai_024_011_cam_00,ai_024_011@scene_cam_00_geometry,2xlarge,ai_024_011@scene_cam_00_pre,2xlarge,ai_024_011@scene_cam_00_final,9xlarge,Hall,,
ai_024_012_cam_00,ai_024_012@scene_cam_00_geometry,2xlarge,ai_024_012@scene_cam_00_pre,2xlarge,ai_024_012@scene_cam_00_final,9xlarge,Hall,,
ai_024_013_cam_00,ai_024_013@scene_cam_00_geometry,2xlarge,ai_024_013@scene_cam_00_pre,2xlarge,ai_024_013@scene_cam_00_final,9xlarge,Art gallery,,
ai_024_014_cam_00,ai_024_014@scene_cam_00_geometry,2xlarge,ai_024_014@scene_cam_00_pre,2xlarge,ai_024_014@scene_cam_00_final,9xlarge,Hall,,
ai_024_015_cam_00,ai_024_015@scene_cam_00_geometry,2xlarge,ai_024_015@scene_cam_00_pre,2xlarge,ai_024_015@scene_cam_00_final,9xlarge,Office (building foyer),,
ai_024_016_cam_00,ai_024_016@scene_cam_00_geometry,2xlarge,ai_024_016@scene_cam_00_pre,2xlarge,ai_024_016@scene_cam_00_final,9xlarge,Hall,,
ai_024_017_cam_00,ai_024_017@scene_cam_00_geometry,2xlarge,ai_024_017@scene_cam_00_pre,2xlarge,ai_024_017@scene_cam_00_final,9xlarge,Hall,,
ai_024_017_cam_01,ai_024_017@scene_cam_01_geometry,2xlarge,ai_024_017@scene_cam_01_pre,2xlarge,ai_024_017@scene_cam_01_final,9xlarge,Hall,,
ai_024_018_cam_00,ai_024_018@scene_cam_00_geometry,2xlarge,ai_024_018@scene_cam_00_pre,2xlarge,ai_024_018@scene_cam_00_final,9xlarge,Transit station,Airport (terminal),
ai_024_019_cam_00,ai_024_019@scene_cam_00_geometry,2xlarge,ai_024_019@scene_cam_00_pre,2xlarge,ai_024_019@scene_cam_00_final,9xlarge,Hall,,
ai_026_001_cam_00,ai_026_001@scene_cam_00_geometry,2xlarge,ai_026_001@scene_cam_00_pre,2xlarge,ai_026_001@scene_cam_00_final,9xlarge,Art gallery,,
ai_026_002_cam_00,ai_026_002@scene_cam_00_geometry,2xlarge,ai_026_002@scene_cam_00_pre,2xlarge,ai_026_002@scene_cam_00_final,9xlarge,Hall,,
ai_026_003_cam_00,ai_026_003@scene_cam_00_geometry,2xlarge,ai_026_003@scene_cam_00_pre,2xlarge,ai_026_003@scene_cam_00_final,9xlarge,Hall,,
ai_026_004_cam_00,ai_026_004@scene_cam_00_geometry,2xlarge,ai_026_004@scene_cam_00_pre,2xlarge,ai_026_004@scene_cam_00_final,9xlarge,Hall,,
ai_026_005_cam_00,ai_026_005@scene_cam_00_geometry,2xlarge,ai_026_005@scene_cam_00_pre,2xlarge,ai_026_005@scene_cam_00_final,9xlarge,Office (building foyer),,
ai_026_006_cam_00,ai_026_006@scene_cam_00_geometry,2xlarge,ai_026_006@scene_cam_00_pre,2xlarge,ai_026_006@scene_cam_00_final,9xlarge,Hall,,
ai_026_007_cam_00,ai_026_007@scene_cam_00_geometry,2xlarge,ai_026_007@scene_cam_00_pre,2xlarge,ai_026_007@scene_cam_00_final,9xlarge,Hall,,
ai_026_008_cam_00,ai_026_008@scene_cam_00_geometry,2xlarge,ai_026_008@scene_cam_00_pre,2xlarge,ai_026_008@scene_cam_00_final,9xlarge,Hall,,
ai_026_009_cam_00,ai_026_009@scene_cam_00_geometry,2xlarge,ai_026_009@scene_cam_00_pre,2xlarge,ai_026_009@scene_cam_00_final,9xlarge,Hallway,Hallway (airport),
ai_026_011_cam_00,ai_026_011@scene_cam_00_geometry,2xlarge,ai_026_011@scene_cam_00_pre,2xlarge,ai_026_011@scene_cam_00_final,9xlarge,Hall,,
ai_026_012_cam_00,ai_026_012@scene_cam_00_geometry,2xlarge,ai_026_012@scene_cam_00_pre,2xlarge,ai_026_012@scene_cam_00_final,9xlarge,Hall,,
ai_026_012_cam_01,ai_026_012@scene_cam_01_geometry,2xlarge,ai_026_012@scene_cam_01_pre,2xlarge,ai_026_012@scene_cam_01_final,9xlarge,OUTSIDE VIEWING AREA (BAD INITIALIZATION),,
ai_026_013_cam_00,ai_026_013@scene_cam_00_geometry,2xlarge,ai_026_013@scene_cam_00_pre,2xlarge,ai_026_013@scene_cam_00_final,9xlarge,Hall,,
ai_026_013_cam_01,ai_026_013@scene_cam_01_geometry,2xlarge,ai_026_013@scene_cam_01_pre,2xlarge,ai_026_013@scene_cam_01_final,9xlarge,Hall,,
ai_026_013_cam_02,ai_026_013@scene_cam_02_geometry,2xlarge,ai_026_013@scene_cam_02_pre,2xlarge,ai_026_013@scene_cam_02_final,9xlarge,Hall,,
ai_026_013_cam_03,ai_026_013@scene_cam_03_geometry,2xlarge,ai_026_013@scene_cam_03_pre,2xlarge,ai_026_013@scene_cam_03_final,9xlarge,Hall,,
ai_026_014_cam_00,ai_026_014@scene_cam_00_geometry,2xlarge,ai_026_014@scene_cam_00_pre,2xlarge,ai_026_014@scene_cam_00_final,9xlarge,Retail space,,
ai_026_014_cam_01,ai_026_014@scene_cam_01_geometry,2xlarge,ai_026_014@scene_cam_01_pre,2xlarge,ai_026_014@scene_cam_01_final,9xlarge,Retail space,,
ai_026_015_cam_00,ai_026_015@scene_cam_00_geometry,2xlarge,ai_026_015@scene_cam_00_pre,2xlarge,ai_026_015@scene_cam_00_final,9xlarge,Retail space,,
ai_026_016_cam_00,ai_026_016@scene_cam_00_geometry,2xlarge,ai_026_016@scene_cam_00_pre,2xlarge,ai_026_016@scene_cam_00_final,9xlarge,Retail space,,
ai_026_016_cam_01,ai_026_016@scene_cam_01_geometry,2xlarge,ai_026_016@scene_cam_01_pre,2xlarge,ai_026_016@scene_cam_01_final,9xlarge,OUTSIDE VIEWING AREA (BAD INITIALIZATION),,
ai_026_017_cam_00,ai_026_017@scene_cam_00_geometry,2xlarge,ai_026_017@scene_cam_00_pre,2xlarge,ai_026_017@scene_cam_00_final,9xlarge,Hall,,
ai_026_018_cam_00,ai_026_018@scene_cam_00_geometry,2xlarge,ai_026_018@scene_cam_00_pre,2xlarge,ai_026_018@scene_cam_00_final,9xlarge,Hall,,
ai_026_019_cam_00,ai_026_019@scene_cam_00_geometry,2xlarge,ai_026_019@scene_cam_00_pre,2xlarge,ai_026_019@scene_cam_00_final,9xlarge,Hall,,
ai_026_019_cam_01,ai_026_019@scene_cam_01_geometry,2xlarge,ai_026_019@scene_cam_01_pre,2xlarge,ai_026_019@scene_cam_01_final,9xlarge,Hall,,
ai_026_020_cam_00,ai_026_020@scene_cam_00_geometry,2xlarge,ai_026_020@scene_cam_00_pre,2xlarge,ai_026_020@scene_cam_00_final,9xlarge,Hallway,Hallway (airport),
ai_027_001_cam_00,ai_027_001@scene_cam_00_geometry,2xlarge,ai_027_001@scene_cam_00_pre,2xlarge,ai_027_001@scene_cam_00_final,9xlarge,Living room,,
ai_027_001_cam_01,ai_027_001@scene_cam_01_geometry,2xlarge,ai_027_001@scene_cam_01_pre,2xlarge,ai_027_001@scene_cam_01_final,9xlarge,Living room,,
ai_027_001_cam_02,ai_027_001@scene_cam_02_geometry,2xlarge,ai_027_001@scene_cam_02_pre,2xlarge,ai_027_001@scene_cam_02_final,9xlarge,Living room,,
ai_027_001_cam_03,ai_027_001@scene_cam_03_geometry,2xlarge,ai_027_001@scene_cam_03_pre,2xlarge,ai_027_001@scene_cam_03_final,9xlarge,Living room,,
ai_027_003_cam_00,ai_027_003@scene_cam_00_geometry,2xlarge,ai_027_003@scene_cam_00_pre,2xlarge,ai_027_003@scene_cam_00_final,9xlarge,Kitchen,,
ai_027_003_cam_01,ai_027_003@scene_cam_01_geometry,2xlarge,ai_027_003@scene_cam_01_pre,2xlarge,ai_027_003@scene_cam_01_final,9xlarge,Kitchen,,
ai_027_003_cam_02,ai_027_003@scene_cam_02_geometry,2xlarge,ai_027_003@scene_cam_02_pre,2xlarge,ai_027_003@scene_cam_02_final,9xlarge,Kitchen,,
ai_027_003_cam_03,ai_027_003@scene_cam_03_geometry,2xlarge,ai_027_003@scene_cam_03_pre,2xlarge,ai_027_003@scene_cam_03_final,9xlarge,Kitchen,,
ai_027_003_cam_04,ai_027_003@scene_cam_04_geometry,2xlarge,ai_027_003@scene_cam_04_pre,2xlarge,ai_027_003@scene_cam_04_final,9xlarge,Living room,,
ai_027_003_cam_05,ai_027_003@scene_cam_05_geometry,2xlarge,ai_027_003@scene_cam_05_pre,2xlarge,ai_027_003@scene_cam_05_final,9xlarge,Living room,,
ai_027_003_cam_06,ai_027_003@scene_cam_06_geometry,2xlarge,ai_027_003@scene_cam_06_pre,2xlarge,ai_027_003@scene_cam_06_final,9xlarge,Living room,,
ai_027_003_cam_07,ai_027_003@scene_cam_07_geometry,2xlarge,ai_027_003@scene_cam_07_pre,2xlarge,ai_027_003@scene_cam_07_final,9xlarge,OUTSIDE VIEWING AREA (BAD INITIALIZATION),,
ai_027_004_cam_00,ai_027_004@scene_cam_00_geometry,2xlarge,ai_027_004@scene_cam_00_pre,2xlarge,ai_027_004@scene_cam_00_final,9xlarge,Living room,,
ai_027_004_cam_01,ai_027_004@scene_cam_01_geometry,2xlarge,ai_027_004@scene_cam_01_pre,2xlarge,ai_027_004@scene_cam_01_final,9xlarge,Living room,,
ai_027_004_cam_02,ai_027_004@scene_cam_02_geometry,2xlarge,ai_027_004@scene_cam_02_pre,2xlarge,ai_027_004@scene_cam_02_final,9xlarge,Living room,,
ai_027_005_cam_00,ai_027_005@scene_cam_00_geometry,2xlarge,ai_027_005@scene_cam_00_pre,2xlarge,ai_027_005@scene_cam_00_final,9xlarge,Hotel lobby,,
ai_027_005_cam_01,ai_027_005@scene_cam_01_geometry,2xlarge,ai_027_005@scene_cam_01_pre,2xlarge,ai_027_005@scene_cam_01_final,9xlarge,Hotel lobby,,
ai_027_005_cam_02,ai_027_005@scene_cam_02_geometry,2xlarge,ai_027_005@scene_cam_02_pre,2xlarge,ai_027_005@scene_cam_02_final,9xlarge,Hotel lobby,,
ai_027_005_cam_03,ai_027_005@scene_cam_03_geometry,2xlarge,ai_027_005@scene_cam_03_pre,2xlarge,ai_027_005@scene_cam_03_final,9xlarge,Hotel lobby,,
ai_027_005_cam_04,ai_027_005@scene_cam_04_geometry,2xlarge,ai_027_005@scene_cam_04_pre,2xlarge,ai_027_005@scene_cam_04_final,9xlarge,Hotel lobby,,
ai_027_006_cam_00,ai_027_006@scene_cam_00_geometry,2xlarge,ai_027_006@scene_cam_00_pre,2xlarge,ai_027_006@scene_cam_00_final,9xlarge,Living room,,
ai_027_006_cam_01,ai_027_006@scene_cam_01_geometry,2xlarge,ai_027_006@scene_cam_01_pre,2xlarge,ai_027_006@scene_cam_01_final,9xlarge,Living room,,
ai_027_006_cam_02,ai_027_006@scene_cam_02_geometry,2xlarge,ai_027_006@scene_cam_02_pre,2xlarge,ai_027_006@scene_cam_02_final,9xlarge,Living room,,
ai_027_007_cam_00,ai_027_007@scene_cam_00_geometry,2xlarge,ai_027_007@scene_cam_00_pre,2xlarge,ai_027_007@scene_cam_00_final,9xlarge,Living room,,
ai_027_007_cam_01,ai_027_007@scene_cam_01_geometry,2xlarge,ai_027_007@scene_cam_01_pre,2xlarge,ai_027_007@scene_cam_01_final,9xlarge,Living room,,
ai_027_007_cam_02,ai_027_007@scene_cam_02_geometry,2xlarge,ai_027_007@scene_cam_02_pre,2xlarge,ai_027_007@scene_cam_02_final,9xlarge,Living room,,
ai_027_008_cam_00,ai_027_008@scene_cam_00_geometry,2xlarge,ai_027_008@scene_cam_00_pre,2xlarge,ai_027_008@scene_cam_00_final,9xlarge,Living room,,
ai_027_008_cam_01,ai_027_008@scene_cam_01_geometry,2xlarge,ai_027_008@scene_cam_01_pre,2xlarge,ai_027_008@scene_cam_01_final,9xlarge,Living room,,
ai_027_008_cam_02,ai_027_008@scene_cam_02_geometry,2xlarge,ai_027_008@scene_cam_02_pre,2xlarge,ai_027_008@scene_cam_02_final,9xlarge,Dining room,,
ai_027_008_cam_03,ai_027_008@scene_cam_03_geometry,2xlarge,ai_027_008@scene_cam_03_pre,2xlarge,ai_027_008@scene_cam_03_final,9xlarge,Living room,,
ai_027_009_cam_00,ai_027_009@scene_cam_00_geometry,2xlarge,ai_027_009@scene_cam_00_pre,2xlarge,ai_027_009@scene_cam_00_final,9xlarge,Living room,,
ai_027_009_cam_01,ai_027_009@scene_cam_01_geometry,2xlarge,ai_027_009@scene_cam_01_pre,2xlarge,ai_027_009@scene_cam_01_final,9xlarge,Dining room,,
ai_027_009_cam_02,ai_027_009@scene_cam_02_geometry,2xlarge,ai_027_009@scene_cam_02_pre,2xlarge,ai_027_009@scene_cam_02_final,9xlarge,Kitchen,,
ai_027_010_cam_00,ai_027_010@scene_cam_00_geometry,2xlarge,ai_027_010@scene_cam_00_pre,2xlarge,ai_027_010@scene_cam_00_final,9xlarge,Living room,,
ai_027_010_cam_01,ai_027_010@scene_cam_01_geometry,2xlarge,ai_027_010@scene_cam_01_pre,2xlarge,ai_027_010@scene_cam_01_final,9xlarge,Living room,,
ai_027_010_cam_02,ai_027_010@scene_cam_02_geometry,2xlarge,ai_027_010@scene_cam_02_pre,2xlarge,ai_027_010@scene_cam_02_final,9xlarge,Living room,,
ai_028_001_cam_00,ai_028_001@scene_cam_00_geometry,2xlarge,ai_028_001@scene_cam_00_pre,2xlarge,ai_028_001@scene_cam_00_final,9xlarge,Other,Restaurant (Asian),
ai_028_002_cam_00,ai_028_002@scene_cam_00_geometry,2xlarge,ai_028_002@scene_cam_00_pre,2xlarge,ai_028_002@scene_cam_00_final,9xlarge,Other,Living room (Asian),
ai_028_003_cam_00,ai_028_003@scene_cam_00_geometry,2xlarge,ai_028_003@scene_cam_00_pre,2xlarge,ai_028_003@scene_cam_00_final,9xlarge,Dining room,,
ai_028_004_cam_00,ai_028_004@scene_cam_00_geometry,2xlarge,ai_028_004@scene_cam_00_pre,2xlarge,ai_028_004@scene_cam_00_final,9xlarge,Living room,,
ai_028_005_cam_00,ai_028_005@scene_cam_00_geometry,2xlarge,ai_028_005@scene_cam_00_pre,2xlarge,ai_028_005@scene_cam_00_final,9xlarge,Other,Living room (Asian),
ai_028_006_cam_00,ai_028_006@scene_cam_00_geometry,2xlarge,ai_028_006@scene_cam_00_pre,2xlarge,ai_028_006@scene_cam_00_final,9xlarge,Living room,,
ai_028_008_cam_00,ai_028_008@scene_cam_00_geometry,2xlarge,ai_028_008@scene_cam_00_pre,2xlarge,ai_028_008@scene_cam_00_final,9xlarge,Living room,,
ai_028_009_cam_00,ai_028_009@scene_cam_00_geometry,2xlarge,ai_028_009@scene_cam_00_pre,2xlarge,ai_028_009@scene_cam_00_final,9xlarge,Living room,,
ai_028_010_cam_00,ai_028_010@scene_cam_00_geometry,2xlarge,ai_028_010@scene_cam_00_pre,2xlarge,ai_028_010@scene_cam_00_final,9xlarge,OUTSIDE VIEWING AREA (BAD TRAJECTORY),,No
ai_029_001_cam_00,ai_029_001@scene_cam_00_geometry,2xlarge,ai_029_001@scene_cam_00_pre,2xlarge,ai_029_001@scene_cam_00_final,9xlarge,Living room,,
ai_029_001_cam_01,ai_029_001@scene_cam_01_geometry,2xlarge,ai_029_001@scene_cam_01_pre,2xlarge,ai_029_001@scene_cam_01_final,9xlarge,Dining room,,
ai_029_001_cam_02,ai_029_001@scene_cam_02_geometry,2xlarge,ai_029_001@scene_cam_02_pre,2xlarge,ai_029_001@scene_cam_02_final,9xlarge,Dining room,,
ai_029_002_cam_00,ai_029_002@scene_cam_00_geometry,2xlarge,ai_029_002@scene_cam_00_pre,2xlarge,ai_029_002@scene_cam_00_final,9xlarge,Dining room,,
ai_029_002_cam_01,ai_029_002@scene_cam_01_geometry,2xlarge,ai_029_002@scene_cam_01_pre,2xlarge,ai_029_002@scene_cam_01_final,9xlarge,Living room,,
ai_029_002_cam_02,ai_029_002@scene_cam_02_geometry,2xlarge,ai_029_002@scene_cam_02_pre,2xlarge,ai_029_002@scene_cam_02_final,9xlarge,Living room,,
ai_029_003_cam_00,ai_029_003@scene_cam_00_geometry,2xlarge,ai_029_003@scene_cam_00_pre,2xlarge,ai_029_003@scene_cam_00_final,9xlarge,Living room,,
ai_029_003_cam_01,ai_029_003@scene_cam_01_geometry,2xlarge,ai_029_003@scene_cam_01_pre,2xlarge,ai_029_003@scene_cam_01_final,9xlarge,Living room,,
ai_029_003_cam_02,ai_029_003@scene_cam_02_geometry,2xlarge,ai_029_003@scene_cam_02_pre,2xlarge,ai_029_003@scene_cam_02_final,9xlarge,Living room,,
ai_029_004_cam_00,ai_029_004@scene_cam_00_geometry,2xlarge,ai_029_004@scene_cam_00_pre,2xlarge,ai_029_004@scene_cam_00_final,9xlarge,Living room,,
ai_029_004_cam_01,ai_029_004@scene_cam_01_geometry,2xlarge,ai_029_004@scene_cam_01_pre,2xlarge,ai_029_004@scene_cam_01_final,9xlarge,Living room,,
ai_029_004_cam_02,ai_029_004@scene_cam_02_geometry,2xlarge,ai_029_004@scene_cam_02_pre,2xlarge,ai_029_004@scene_cam_02_final,9xlarge,Living room,,
ai_029_005_cam_00,ai_029_005@scene_cam_00_geometry,2xlarge,ai_029_005@scene_cam_00_pre,2xlarge,ai_029_005@scene_cam_00_final,9xlarge,Living room,,
ai_029_005_cam_01,ai_029_005@scene_cam_01_geometry,2xlarge,ai_029_005@scene_cam_01_pre,2xlarge,ai_029_005@scene_cam_01_final,9xlarge,Kitchen,,
ai_029_005_cam_02,ai_029_005@scene_cam_02_geometry,2xlarge,ai_029_005@scene_cam_02_pre,2xlarge,ai_029_005@scene_cam_02_final,9xlarge,Living room,,
ai_030_001_cam_00,ai_030_001@scene_cam_00_geometry,2xlarge,ai_030_001@scene_cam_00_pre,2xlarge,ai_030_001@scene_cam_00_final,9xlarge,Kitchen,,
ai_030_002_cam_00,ai_030_002@scene_cam_00_geometry,2xlarge,ai_030_002@scene_cam_00_pre,2xlarge,ai_030_002@scene_cam_00_final,9xlarge,Living room,,
ai_030_002_cam_01,ai_030_002@scene_cam_01_geometry,2xlarge,ai_030_002@scene_cam_01_pre,2xlarge,ai_030_002@scene_cam_01_final,9xlarge,OUTSIDE VIEWING AREA (BAD INITIALIZATION),,
ai_030_003_cam_00,ai_030_003@scene_cam_00_geometry,2xlarge,ai_030_003@scene_cam_00_pre,2xlarge,ai_030_003@scene_cam_00_final,9xlarge,Kitchen,,
ai_030_004_cam_00,ai_030_004@scene_cam_00_geometry,2xlarge,ai_030_004@scene_cam_00_pre,2xlarge,ai_030_004@scene_cam_00_final,9xlarge,Living room,,
ai_030_005_cam_00,ai_030_005@scene_cam_00_geometry,2xlarge,ai_030_005@scene_cam_00_pre,2xlarge,ai_030_005@scene_cam_00_final,9xlarge,Bedroom,,
ai_030_007_cam_00,ai_030_007@scene_cam_00_geometry,2xlarge,ai_030_007@scene_cam_00_pre,2xlarge,ai_030_007@scene_cam_00_final,9xlarge,Living room,,
ai_030_008_cam_00,ai_030_008@scene_cam_00_geometry,2xlarge,ai_030_008@scene_cam_00_pre,2xlarge,ai_030_008@scene_cam_00_final,9xlarge,Living room,,
ai_030_008_cam_01,ai_030_008@scene_cam_01_geometry,2xlarge,ai_030_008@scene_cam_01_pre,2xlarge,ai_030_008@scene_cam_01_final,9xlarge,Living room,,
ai_030_009_cam_00,ai_030_009@scene_cam_00_geometry,2xlarge,ai_030_009@scene_cam_00_pre,2xlarge,ai_030_009@scene_cam_00_final,9xlarge,Living room,,
ai_030_010_cam_00,ai_030_010@scene_cam_00_geometry,2xlarge,ai_030_010@scene_cam_00_pre,2xlarge,ai_030_010@scene_cam_00_final,9xlarge,Kitchen,,
ai_031_001_cam_00,ai_031_001@scene_cam_00_geometry,2xlarge,ai_031_001@scene_cam_00_pre,2xlarge,ai_031_001@scene_cam_00_final,9xlarge,Hotel lobby,Hotel (outdoor lobby),
ai_031_003_cam_00,ai_031_003@scene_cam_00_geometry,2xlarge,ai_031_003@scene_cam_00_pre,2xlarge,ai_031_003@scene_cam_00_final,9xlarge,Restaurant,,
ai_031_004_cam_00,ai_031_004@scene_cam_00_geometry,2xlarge,ai_031_004@scene_cam_00_pre,2xlarge,ai_031_004@scene_cam_00_final,9xlarge,Hotel lobby,Hotel (outdoor lobby),
